run_name,model,data_setting,preprocess_profile,affine_setting,bootstrap_copies_per_original,parameters,device,epochs,best_epoch,best_val_acc,best_val_loss,final_train_acc,final_val_acc,generalization_gap,train_samples,original_train_images,val_samples,training_seconds,seconds_per_epoch,checkpoint,training_log
deotte_cnn_centered,deotte_cnn,centered,centered,none,0,416362,cuda,8,7,0.998824,0.007502,0.995817,0.998824,-0.003007,15300,15300,1700,125.233042,15.654130,C:\Users\kordi\Desktop\Uni\courses-y3\Image and video processing\project\Project-Groups-40-\experiments\runs\deotte_cnn_centered\best.pt,C:\Users\kordi\Desktop\Uni\courses-y3\Image and video processing\project\Project-Groups-40-\experiments\runs\deotte_cnn_centered\training_log.csv
